,x
1,127.6810573
2,133.8185289
3,140.5779554
4,155.3707875
5,147.0632967
6,144.5392125
7,131.033052
8,115.9049884
9,108.5961415
10,107.186858
11,104.0039375
12,107.9351709
13,104.3392306
14,106.7103454
15,113.4945913
16,134.882327
17,151.2507482
18,142.7678451
19,139.6379045
20,136.5423474
21,137.7962363
22,132.4739778
23,136.1282441
24,129.2645681
25,128.3828266
26,132.0404736
27,139.8172803
28,154.6814521
29,146.1705625
30,142.9047331
31,130.4600908
32,116.88208
33,108.6337482
34,105.5105533
35,103.2329127
36,103.1503467
37,103.9387996
38,105.9396559
39,112.6761896
40,133.9892774
41,149.8921739
42,144.9630584
43,144.7850914
44,139.9865324
45,142.5334697
46,137.831225
47,137.5941538
48,136.1826597
49,130.6612297
50,137.7640244
51,140.3568016
52,155.8525684
53,145.5517253
54,144.2326668
55,133.2127517
56,116.6817554
57,110.2601086
58,108.17629
59,107.9060286
60,105.5130699
61,105.8477894
62,112.1766698
63,115.6280139
64,132.458326
65,150.0807872
66,142.9176377
67,142.9480069
68,135.3473128
69,137.8522753
70,136.2348863
71,133.0276747
72,130.3143341
73,127.9760494
74,132.553638
75,139.6942623
76,154.8257485
77,147.1440416
78,141.7878886
79,130.6204725
80,115.4512487
81,109.9479506
82,109.1057989
83,104.8515874
84,103.4161248
85,108.2191167
86,103.8403423
87,109.3408719
88,111.6887032
89,118.9390835
90,128.027472
91,128.8910497
92,127.0485326
93,126.7375475
94,117.6791379
95,113.2558052
96,117.0057951
97,110.3126305
98,118.552851
99,122.6084699
100,145.1099499
101,134.4337718
102,130.2439493
103,121.2683779
104,109.9668813
105,102.909794
106,101.931251
107,98.01182242
108,98.15975487
109,97.28463991
110,97.71347234
111,97.23996978
112,103.7234089
113,99.31978809
114,110.3455526
115,109.1957917
116,101.9650648
117,104.27327
118,98.49867695
119,100.3414326
120,96.36675903
121,97.08573984
122,102.5239339
123,111.6320477
124,134.6595732
125,126.0137206
126,119.9968386
127,111.9590337
128,101.5959646
129,96.53428361
130,93.4710386
131,92.15120282
132,90.6513668
133,92.32127946
134,95.57829564
135,102.2596961
136,128.986563
137,144.922618
138,139.3911126
139,136.9217022
140,131.8856674
141,129.8302469
142,135.0441417
143,133.8415657
144,131.4125692
145,127.8620591
146,132.685128
147,137.8771035
148,151.8822025
149,143.9876934
150,137.7741106
151,126.6911819
152,110.4817519
153,104.1584548
154,103.0087971
155,104.4166277
156,101.940436
157,103.197656
158,106.4898583
159,110.8871756
160,131.6641794
